Area,Perimeter,Major axis length,Minor axis length,Aspect ratio,Eccentricity,Convex area,Equivalent diameter,Class
67237,1016,410,210,1.95,0.86,67950,293,5
67284,1043,417,206,2.02,0.87,68146,293,5
67303,1044,425,203,2.09,0.88,68155,293,5
67317,1058,409,217,1.89,0.85,70055,293,5
67351,1036,421,205,2.05,0.87,68258,293,5
67353,1056,438,197,2.22,0.89,68034,293,5
67450,1058,437,200,2.18,0.89,68567,293,5
67498,1030,403,214,1.88,0.85,68502,293,5
67516,1028,427,202,2.11,0.88,68244,293,5
67520,1078,435,201,2.16,0.89,68886,293,5
67708,1079,436,199,2.19,0.89,68617,294,5
67761,1033,428,202,2.12,0.88,68536,294,5
67884,1090,424,206,2.06,0.87,69188,294,5
67889,1062,438,198,2.21,0.89,68813,294,5
67927,1032,421,207,2.04,0.87,68656,294,5
67969,1048,423,206,2.06,0.87,68769,294,5
67970,1036,427,204,2.1,0.88,68584,294,5
68185,1052,440,201,2.19,0.89,69064,295,5
68256,1073,416,211,1.97,0.86,69559,295,5
68315,1019,408,215,1.89,0.85,69119,295,5
68377,1090,405,222,1.82,0.84,72153,295,5
68386,1045,425,206,2.07,0.88,69326,295,5
68403,1048,431,203,2.12,0.88,69280,295,5
68428,1031,423,209,2.03,0.87,69131,295,5
68505,1028,421,208,2.02,0.87,69129,295,5
68571,1050,434,204,2.12,0.88,69605,295,5
68578,1034,430,204,2.11,0.88,69254,295,5
68807,1031,429,205,2.09,0.88,69331,296,5
68879,1032,426,206,2.07,0.87,69720,296,5
68883,1066,440,202,2.18,0.89,69970,296,5
68888,1043,436,203,2.15,0.89,69678,296,5
69162,1066,440,201,2.19,0.89,69867,297,5
69220,1045,415,215,1.93,0.86,70258,297,5
69281,1030,386,231,1.67,0.8,70522,297,5
69353,1042,429,207,2.07,0.88,70019,297,5
69452,1053,427,211,2.03,0.87,70718,297,5
69665,1074,428,209,2.05,0.87,70751,298,5
70089,1065,438,207,2.11,0.88,71449,299,5
70134,1069,439,204,2.15,0.89,71030,299,5
70304,1058,438,205,2.13,0.88,71044,299,5
70765,1035,396,230,1.73,0.82,71792,300,5
70816,1050,412,220,1.88,0.85,72041,300,5
70854,1064,442,204,2.16,0.89,71368,300,5
71434,1124,433,213,2.03,0.87,72650,302,5
71437,1095,433,215,2.01,0.87,73647,302,5
71699,1074,437,211,2.07,0.88,72523,302,5
71764,1081,444,207,2.15,0.89,72632,302,5
71972,1090,406,229,1.77,0.83,73618,303,5
72012,1046,389,238,1.64,0.79,73210,303,5
72098,1156,454,205,2.21,0.89,73989,303,5
72197,1075,423,220,1.92,0.85,73133,303,5
72525,1082,430,216,1.99,0.86,73699,304,5
72835,1075,434,219,1.98,0.86,75191,305,5
73141,1087,432,216,2,0.87,74002,305,5
73184,1077,443,211,2.1,0.88,73941,305,5
73451,1082,421,223,1.89,0.85,74535,306,5
73494,1079,435,217,2.01,0.87,74356,306,5
74456,1085,448,212,2.11,0.88,75096,308,5
74509,1092,457,209,2.19,0.89,75260,308,5
75402,1087,448,217,2.06,0.87,76439,310,5
75675,1106,453,214,2.12,0.88,76468,310,5
81929,1163,444,237,1.87,0.85,83019,323,5
31519,677,255,158,1.62,0.79,32065,200,7
31751,672,244,169,1.45,0.72,32462,201,7
32857,668,234,180,1.3,0.64,33185,205,7
33180,670,241,176,1.37,0.68,33564,206,7
33206,680,260,163,1.59,0.78,33583,206,7
33318,689,257,165,1.56,0.77,33692,206,7
33462,690,265,161,1.65,0.8,33812,206,7
33493,683,253,169,1.49,0.74,34040,207,7
33540,698,257,167,1.55,0.76,34165,207,7
33587,673,240,179,1.35,0.67,34033,207,7
33605,687,259,166,1.56,0.77,34047,207,7
33634,671,243,177,1.37,0.68,34002,207,7
33680,683,256,168,1.53,0.76,34019,207,7
33739,687,256,169,1.52,0.75,34101,207,7
33885,680,245,176,1.39,0.7,34281,208,7
34031,692,266,164,1.62,0.79,34420,208,7
34099,670,238,183,1.3,0.64,34376,208,7
34112,694,258,169,1.53,0.76,34507,208,7
34146,789,248,176,1.41,0.7,34931,209,7
34189,687,249,175,1.42,0.71,34559,209,7
34238,699,256,171,1.5,0.74,34724,209,7
34242,682,248,177,1.4,0.7,34685,209,7
34459,698,254,173,1.47,0.73,35078,209,7
34593,698,260,170,1.53,0.76,35028,210,7
34645,702,259,171,1.51,0.75,35144,210,7
34663,692,253,175,1.44,0.72,35079,210,7
34668,705,268,167,1.61,0.78,35416,210,7
34717,700,263,169,1.56,0.77,35181,210,7
34783,724,252,176,1.43,0.72,35370,210,7
34825,705,265,168,1.57,0.77,35221,211,7
34862,703,264,169,1.56,0.77,35381,211,7
34892,710,274,163,1.68,0.8,35261,211,7
34894,707,264,169,1.56,0.77,35522,211,7
34942,702,251,178,1.41,0.7,35396,211,7
34990,701,257,174,1.48,0.74,35507,211,7
35077,708,261,173,1.51,0.75,35566,211,7
35129,703,268,167,1.61,0.78,35497,211,7
35135,692,253,177,1.43,0.72,35530,212,7
35152,712,265,170,1.56,0.77,35769,212,7
35215,711,269,167,1.61,0.78,35600,212,7
35249,706,273,165,1.65,0.8,35703,212,7
35291,723,276,163,1.69,0.81,35849,212,7
35380,697,256,177,1.45,0.72,35828,212,7
35444,716,268,170,1.58,0.77,35949,212,7
35468,712,273,166,1.65,0.79,35914,213,7
35476,711,267,170,1.57,0.77,36062,213,7
35506,713,262,173,1.51,0.75,35941,213,7
35561,708,260,175,1.49,0.74,36021,213,7
35570,711,263,173,1.52,0.75,36054,213,7
35633,713,263,173,1.51,0.75,36022,213,7
35640,688,255,179,1.42,0.71,36020,213,7
35734,704,256,179,1.43,0.71,36235,213,7
35791,710,262,174,1.51,0.75,36211,213,7
35815,714,270,170,1.59,0.78,36226,214,7
35827,704,270,169,1.59,0.78,36164,214,7
35867,710,264,173,1.52,0.75,36262,214,7
35889,716,272,169,1.61,0.78,36306,214,7
35906,708,266,172,1.54,0.76,36238,214,7
35911,722,269,171,1.58,0.77,36408,214,7
35918,716,257,179,1.43,0.72,36341,214,7
35926,715,266,172,1.54,0.76,36384,214,7
36007,706,263,175,1.51,0.75,36397,214,7
36021,729,282,163,1.73,0.82,36466,214,7
36067,707,249,185,1.34,0.67,36473,214,7
36100,716,262,176,1.49,0.74,36686,214,7
36125,719,269,171,1.57,0.77,36539,214,7
36128,713,265,174,1.52,0.75,36468,214,7
36129,712,260,178,1.46,0.73,36582,214,7
36144,731,272,170,1.6,0.78,36732,215,7
36158,719,274,169,1.62,0.79,36804,215,7
36179,710,269,172,1.56,0.77,36533,215,7
36197,710,262,176,1.49,0.74,36607,215,7
36266,705,259,179,1.45,0.72,36723,215,7
36322,719,272,171,1.59,0.78,36717,215,7
36398,709,258,180,1.44,0.72,36836,215,7
36408,728,258,180,1.43,0.72,36880,215,7
36417,715,259,179,1.44,0.72,36862,215,7
36447,707,260,179,1.45,0.73,36835,215,7
36457,709,247,189,1.31,0.65,36944,215,7
36474,713,259,180,1.44,0.72,36885,215,7
36503,714,266,175,1.52,0.75,36922,216,7
36551,706,257,181,1.42,0.71,36979,216,7
36553,719,266,176,1.51,0.75,37043,216,7
36571,709,257,182,1.41,0.71,36981,216,7
36580,706,259,180,1.44,0.72,37021,216,7
36606,706,250,188,1.33,0.66,37135,216,7
36640,719,268,174,1.54,0.76,37114,216,7
36644,713,260,180,1.45,0.72,37039,216,7
36646,698,255,183,1.39,0.7,37017,216,7
36651,709,260,180,1.45,0.72,37023,216,7
36670,717,274,171,1.6,0.78,37023,216,7
36675,743,286,167,1.71,0.81,37613,216,7
36692,723,267,175,1.53,0.76,37123,216,7
36792,714,262,179,1.46,0.73,37191,216,7
36804,717,268,176,1.52,0.75,37279,216,7
36810,725,275,171,1.61,0.78,37354,216,7
36811,749,259,181,1.43,0.71,37610,216,7
36814,719,266,177,1.5,0.75,37293,217,7
36821,717,274,172,1.6,0.78,37241,217,7
36849,712,257,183,1.4,0.7,37314,217,7
36852,730,279,168,1.66,0.8,37336,217,7
36876,717,247,192,1.29,0.63,37505,217,7
36877,713,263,179,1.47,0.73,37239,217,7
36930,723,266,178,1.5,0.74,37447,217,7
36952,740,279,170,1.64,0.79,37620,217,7
36956,718,269,176,1.53,0.76,37462,217,7
36958,709,254,186,1.37,0.68,37398,217,7
36998,721,260,181,1.43,0.72,37483,217,7
37009,735,275,172,1.6,0.78,37559,217,7
37020,718,265,179,1.48,0.74,37394,217,7
37065,720,276,172,1.61,0.78,37505,217,7
37080,723,261,181,1.44,0.72,37575,217,7
37084,730,271,175,1.55,0.76,37800,217,7
37086,732,267,178,1.5,0.75,37595,217,7
37111,728,277,171,1.62,0.79,37563,217,7
37140,711,255,187,1.37,0.68,37575,217,7
37153,713,271,175,1.54,0.76,37501,217,7
37164,721,268,177,1.52,0.75,37658,218,7
37171,722,267,178,1.5,0.74,37672,218,7
37202,724,276,173,1.6,0.78,37748,218,7
37202,723,260,183,1.42,0.71,37691,218,7
37209,725,267,178,1.5,0.74,37627,218,7
37210,722,274,174,1.57,0.77,37664,218,7
37215,713,268,178,1.51,0.75,37638,218,7
37221,724,271,176,1.54,0.76,37662,218,7
37222,722,267,178,1.5,0.75,37610,218,7
37240,731,276,173,1.6,0.78,37848,218,7
37240,742,281,169,1.66,0.8,37762,218,7
37255,718,265,180,1.47,0.73,37625,218,7
37282,733,272,175,1.55,0.77,37918,218,7
37310,737,271,179,1.51,0.75,38097,218,7
37316,718,266,179,1.48,0.74,37723,218,7
37318,725,267,178,1.5,0.74,37722,218,7
37356,723,269,177,1.51,0.75,37768,218,7
37364,731,277,172,1.61,0.78,37787,218,7
37380,713,262,182,1.44,0.72,37823,218,7
37416,719,267,179,1.49,0.74,37868,218,7
37436,734,266,180,1.48,0.74,37929,218,7
37481,729,262,183,1.43,0.72,38024,218,7
37504,724,270,178,1.52,0.75,37841,219,7
37507,734,285,168,1.69,0.81,37953,219,7
37534,716,259,185,1.4,0.7,37979,219,7
37552,732,270,178,1.51,0.75,38003,219,7
37555,708,264,182,1.45,0.72,37876,219,7
37568,730,278,172,1.61,0.78,38030,219,7
37576,721,271,177,1.52,0.75,37992,219,7
37590,722,278,173,1.61,0.78,37944,219,7
37596,713,246,195,1.26,0.61,38139,219,7
37611,720,265,181,1.46,0.73,38009,219,7
37641,743,284,170,1.67,0.8,38112,219,7
37654,726,272,177,1.54,0.76,38019,219,7
37677,739,280,173,1.62,0.79,38295,219,7
37679,726,272,177,1.53,0.76,38108,219,7
37706,718,258,186,1.39,0.69,38072,219,7
37711,759,294,165,1.78,0.83,38382,219,7
37714,729,278,174,1.6,0.78,38440,219,7
37722,725,264,183,1.45,0.72,38207,219,7
37743,745,282,171,1.65,0.8,38236,219,7
37743,719,263,184,1.42,0.71,38165,219,7
37784,718,269,179,1.5,0.75,38074,219,7
37813,721,267,181,1.47,0.73,38199,219,7
37816,725,267,181,1.48,0.74,38249,219,7
37834,743,287,169,1.7,0.81,38479,219,7
37851,726,263,185,1.43,0.71,38379,220,7
37865,723,263,184,1.43,0.71,38228,220,7
37877,734,276,175,1.58,0.77,38345,220,7
37881,730,274,177,1.55,0.76,38382,220,7
37882,723,265,183,1.45,0.72,38277,220,7
37883,716,264,183,1.45,0.72,38214,220,7
37899,717,267,181,1.47,0.73,38275,220,7
37903,728,273,177,1.54,0.76,38267,220,7
37924,742,283,171,1.66,0.8,38341,220,7
37972,728,273,178,1.54,0.76,38371,220,7
37975,717,269,180,1.49,0.74,38299,220,7
38013,727,270,179,1.51,0.75,38401,220,7
38034,735,281,173,1.63,0.79,38680,220,7
38052,734,274,177,1.54,0.76,38473,220,7
38055,744,275,177,1.55,0.77,38618,220,7
38060,730,271,179,1.52,0.75,38544,220,7
38087,718,266,183,1.45,0.72,38535,220,7
38089,732,267,184,1.45,0.72,38826,220,7
38089,733,259,188,1.38,0.69,38574,220,7
38090,733,277,176,1.57,0.77,38613,220,7
38095,734,270,180,1.5,0.75,38513,220,7
38104,723,262,186,1.41,0.71,38515,220,7
38119,730,273,179,1.52,0.75,38625,220,7
38138,713,258,188,1.37,0.68,38490,220,7
38139,743,273,179,1.53,0.76,38706,220,7
38147,727,266,183,1.45,0.72,38558,220,7
38169,735,276,177,1.56,0.77,38731,220,7
38180,740,273,179,1.53,0.76,38709,220,7
38216,721,269,181,1.49,0.74,38640,221,7
38223,740,272,180,1.51,0.75,38917,221,7
38232,724,265,185,1.43,0.72,38705,221,7
38236,748,271,181,1.5,0.75,38938,221,7
38251,731,271,180,1.51,0.75,38642,221,7
38273,746,281,174,1.62,0.79,38743,221,7
38278,743,282,174,1.62,0.79,38714,221,7
38326,753,293,168,1.75,0.82,38888,221,7
38348,740,281,175,1.61,0.78,38760,221,7
38369,732,274,179,1.53,0.76,38846,221,7
38383,737,273,179,1.52,0.75,38823,221,7
38396,733,270,182,1.49,0.74,38877,221,7
38401,727,267,184,1.45,0.72,38793,221,7
38404,724,265,185,1.43,0.71,38845,221,7
38425,722,271,181,1.49,0.74,38800,221,7
38433,742,286,172,1.66,0.8,38911,221,7
38435,739,272,181,1.5,0.75,38982,221,7
38439,728,266,185,1.44,0.72,38863,221,7
38449,746,285,173,1.65,0.79,38944,221,7
38455,727,271,182,1.49,0.74,38754,221,7
38465,739,268,183,1.46,0.73,38966,221,7
38466,727,265,186,1.42,0.71,38879,221,7
38485,732,265,186,1.43,0.71,38984,221,7
38487,722,264,186,1.42,0.71,38851,221,7
38488,748,286,171,1.67,0.8,39028,221,7
38491,745,279,177,1.58,0.77,39247,221,7
38496,727,269,183,1.47,0.73,38871,221,7
38503,758,295,167,1.76,0.82,39024,221,7
38509,734,272,181,1.51,0.75,38979,221,7
38510,740,271,182,1.49,0.74,39082,221,7
38523,732,271,181,1.5,0.74,38880,221,7
38542,732,268,184,1.45,0.73,38941,222,7
38555,728,262,188,1.39,0.7,38992,222,7
38579,729,279,177,1.57,0.77,38848,222,7
38589,734,269,184,1.46,0.73,39252,222,7
38595,749,291,169,1.72,0.81,38986,222,7
38607,754,288,172,1.68,0.8,39130,222,7
38611,741,284,174,1.63,0.79,39096,222,7
38612,743,277,178,1.55,0.76,39059,222,7
38619,722,268,184,1.46,0.73,39087,222,7
38629,758,299,166,1.8,0.83,39215,222,7
38631,755,288,171,1.68,0.8,39158,222,7
38651,729,267,185,1.44,0.72,39139,222,7
38660,722,269,184,1.46,0.73,39051,222,7
38681,746,274,181,1.51,0.75,39215,222,7
38687,722,266,185,1.44,0.72,39030,222,7
38688,761,294,169,1.74,0.82,39324,222,7
38697,726,264,187,1.41,0.7,39177,222,7
38709,747,278,178,1.56,0.77,39155,222,7
38713,734,270,183,1.47,0.73,39159,222,7
38726,745,286,174,1.65,0.79,39230,222,7
38749,730,269,184,1.46,0.73,39196,222,7
38751,740,271,182,1.49,0.74,39175,222,7
38759,738,279,178,1.57,0.77,39350,222,7
38760,739,271,182,1.49,0.74,39191,222,7
38768,743,279,178,1.56,0.77,39158,222,7
38769,742,276,180,1.53,0.76,39293,222,7
38771,740,276,179,1.54,0.76,39185,222,7
38780,742,280,178,1.57,0.77,39473,222,7
38787,734,263,188,1.4,0.7,39257,222,7
38800,748,266,187,1.42,0.71,39503,222,7
38806,744,270,184,1.47,0.73,39305,222,7
38806,747,281,177,1.58,0.77,39462,222,7
38828,759,292,171,1.7,0.81,39668,222,7
38857,752,281,176,1.59,0.78,39375,222,7
38858,753,281,177,1.59,0.78,39287,222,7
38878,741,277,180,1.54,0.76,39485,222,7
38883,732,267,186,1.44,0.72,39288,223,7
38923,740,266,187,1.42,0.71,39422,223,7
38945,742,270,184,1.47,0.73,39546,223,7
38953,726,271,183,1.48,0.74,39343,223,7
38970,749,276,180,1.53,0.76,39525,223,7
38973,746,280,178,1.58,0.77,39456,223,7
38998,748,281,178,1.58,0.78,39652,223,7
39004,730,278,179,1.55,0.76,39379,223,7
39009,730,266,187,1.42,0.71,39413,223,7
39009,730,260,192,1.36,0.67,39404,223,7
39025,764,288,174,1.66,0.8,39672,223,7
39028,733,272,183,1.49,0.74,39505,223,7
39030,740,276,181,1.52,0.75,39538,223,7
39046,762,293,170,1.73,0.81,39616,223,7
39054,745,281,178,1.58,0.78,39476,223,7
39054,743,286,175,1.63,0.79,39578,223,7
39058,734,270,184,1.47,0.73,39454,223,7
39060,746,276,181,1.53,0.76,39642,223,7
39069,732,268,186,1.44,0.72,39440,223,7
39069,746,275,181,1.52,0.75,39487,223,7
39092,758,276,181,1.53,0.76,39649,223,7
39102,750,287,174,1.65,0.79,39544,223,7
39106,753,281,178,1.58,0.77,39692,223,7
39114,726,268,187,1.44,0.72,39605,223,7
39120,735,278,180,1.55,0.76,39542,223,7
39120,750,283,177,1.6,0.78,39650,223,7
39175,748,289,173,1.67,0.8,39848,223,7
39176,735,273,183,1.49,0.74,39576,223,7
39180,733,266,188,1.41,0.71,39663,223,7
39185,734,268,186,1.44,0.72,39655,223,7
39210,746,281,178,1.58,0.77,39690,223,7
39213,740,268,187,1.44,0.72,39668,223,7
39215,745,286,175,1.63,0.79,39613,223,7
39235,734,275,182,1.51,0.75,39649,224,7
39236,738,273,183,1.49,0.74,39719,224,7
39241,753,287,174,1.65,0.8,39756,224,7
39241,750,282,178,1.58,0.77,39790,224,7
39247,735,271,185,1.46,0.73,39701,224,7
39247,772,275,182,1.51,0.75,39984,224,7
39255,754,293,171,1.71,0.81,39769,224,7
39266,742,270,186,1.45,0.72,39665,224,7
39300,747,280,179,1.57,0.77,39731,224,7
39316,735,270,186,1.46,0.73,39728,224,7
39319,743,264,190,1.39,0.69,39830,224,7
39320,736,271,185,1.46,0.73,39800,224,7
39330,740,273,184,1.48,0.74,39753,224,7
39344,765,294,171,1.72,0.81,39803,224,7
39345,834,271,186,1.45,0.73,40593,224,7
39367,733,261,193,1.35,0.67,39822,224,7
39373,746,288,175,1.65,0.79,39750,224,7
39374,741,273,184,1.48,0.74,39840,224,7
39375,746,272,185,1.47,0.73,39868,224,7
39389,745,278,181,1.54,0.76,39790,224,7
39392,747,266,189,1.41,0.7,39836,224,7
39395,735,277,182,1.52,0.75,39735,224,7
39407,742,269,187,1.44,0.72,39861,224,7
39415,740,272,185,1.47,0.73,39827,224,7
39419,743,274,185,1.48,0.74,39978,224,7
39421,730,269,187,1.44,0.72,39773,224,7
39428,745,276,183,1.51,0.75,39885,224,7
39434,728,266,190,1.4,0.7,39831,224,7
39435,736,276,182,1.51,0.75,39841,224,7
39451,755,275,183,1.5,0.75,39918,224,7
39451,742,278,181,1.54,0.76,39878,224,7
39461,738,283,178,1.58,0.78,39855,224,7
39463,757,294,171,1.71,0.81,39969,224,7
39479,732,259,195,1.33,0.66,39880,224,7
39480,750,285,177,1.61,0.78,40031,224,7
39489,747,282,179,1.58,0.77,39933,224,7
39491,778,301,168,1.79,0.83,40200,224,7
39496,790,275,184,1.49,0.74,40281,224,7
39498,740,280,180,1.55,0.76,39951,224,7
39528,745,275,183,1.5,0.75,40021,224,7
39530,742,278,181,1.53,0.76,39940,224,7
39531,753,281,180,1.56,0.77,39966,224,7
39542,741,272,186,1.46,0.73,39952,224,7
39543,750,279,181,1.54,0.76,40104,224,7
39546,745,268,188,1.42,0.71,40022,224,7
39556,744,290,174,1.66,0.8,39971,224,7
39572,744,273,185,1.47,0.73,40306,224,7
39578,756,277,183,1.52,0.75,40028,224,7
39587,749,271,187,1.45,0.72,40022,225,7
39595,753,286,176,1.62,0.79,40027,225,7
39595,736,274,185,1.48,0.74,39975,225,7
39600,737,276,183,1.51,0.75,39961,225,7
39610,747,287,176,1.63,0.79,40040,225,7
39621,769,284,180,1.58,0.77,40781,225,7
39631,740,268,189,1.42,0.71,40053,225,7
39639,755,289,175,1.65,0.8,40186,225,7
39642,749,278,182,1.53,0.76,40182,225,7
39645,742,273,186,1.47,0.73,40105,225,7
39654,800,279,182,1.53,0.76,40462,225,7
39703,749,276,184,1.5,0.75,40147,225,7
39712,749,271,188,1.44,0.72,40330,225,7
39712,745,276,184,1.5,0.75,40142,225,7
39728,761,282,180,1.57,0.77,40293,225,7
39731,740,277,184,1.5,0.75,40114,225,7
39753,731,270,188,1.44,0.72,40147,225,7
39758,768,284,180,1.58,0.77,40475,225,7
39774,766,290,175,1.65,0.8,40301,225,7
39775,754,274,186,1.47,0.73,40304,225,7
39782,755,287,177,1.61,0.79,40287,225,7
39786,731,264,192,1.37,0.69,40202,225,7
39789,747,275,185,1.48,0.74,40254,225,7
39797,760,282,180,1.57,0.77,40473,225,7
39802,751,279,184,1.52,0.75,40728,225,7
39812,752,284,179,1.59,0.78,40221,225,7
39822,750,279,182,1.53,0.76,40271,225,7
39852,742,281,181,1.55,0.77,40302,225,7
39861,758,278,184,1.51,0.75,40324,225,7
39876,754,281,181,1.55,0.76,40552,225,7
39882,773,297,171,1.73,0.82,40377,225,7
39887,764,279,183,1.52,0.75,40396,225,7
39891,742,278,183,1.52,0.75,40309,225,7
39900,756,292,175,1.67,0.8,40361,225,7
39911,744,288,177,1.63,0.79,40230,225,7
39923,753,275,186,1.48,0.74,40504,225,7
39935,736,267,191,1.39,0.7,40353,225,7
39936,743,278,184,1.51,0.75,40423,225,7
39943,755,269,189,1.42,0.71,40487,226,7
39954,765,284,181,1.57,0.77,40716,226,7
39961,748,278,183,1.52,0.75,40363,226,7
39964,741,267,192,1.39,0.69,40511,226,7
39964,738,262,196,1.34,0.66,40451,226,7
39981,746,277,184,1.51,0.75,40469,226,7
39992,741,279,183,1.52,0.75,40423,226,7
40005,739,269,190,1.42,0.71,40461,226,7
40011,749,275,186,1.48,0.74,40506,226,7
40029,750,281,182,1.54,0.76,40510,226,7
40042,741,279,183,1.52,0.75,40391,226,7
40066,762,288,178,1.61,0.79,40549,226,7
40079,758,269,192,1.41,0.7,40819,226,7
40102,750,280,183,1.53,0.76,40594,226,7
40120,762,282,182,1.55,0.76,40818,226,7
40124,748,281,183,1.54,0.76,40594,226,7
40130,747,272,189,1.44,0.72,40637,226,7
40138,739,267,192,1.39,0.7,40488,226,7
40143,754,293,175,1.67,0.8,40550,226,7
40149,762,285,180,1.58,0.77,40686,226,7
40154,763,285,181,1.57,0.77,40760,226,7
40158,761,278,185,1.51,0.75,40687,226,7
40160,759,286,179,1.6,0.78,40688,226,7
40163,772,301,171,1.76,0.82,40693,226,7
40167,754,277,185,1.49,0.74,40724,226,7
40168,752,290,177,1.63,0.79,40679,226,7
40176,760,281,183,1.54,0.76,40677,226,7
40177,783,271,189,1.43,0.72,40985,226,7
40178,764,283,182,1.56,0.77,40883,226,7
40184,753,279,184,1.51,0.75,40691,226,7
40195,747,278,185,1.5,0.75,40628,226,7
40209,747,276,186,1.49,0.74,40680,226,7
40219,756,275,186,1.48,0.74,40710,226,7
40225,758,269,191,1.41,0.71,40719,226,7
40232,746,272,189,1.44,0.72,40685,226,7
40239,762,277,186,1.49,0.74,40913,226,7
40242,756,282,182,1.55,0.76,40729,226,7
40251,756,285,180,1.58,0.78,40738,226,7
40253,769,290,177,1.64,0.79,40881,226,7
40276,750,282,183,1.54,0.76,40803,226,7
40292,743,261,198,1.32,0.66,40759,226,7
40295,754,285,181,1.57,0.77,40968,227,7
40297,752,280,184,1.52,0.75,40720,227,7
40303,745,267,193,1.38,0.69,40818,227,7
40306,740,278,185,1.5,0.75,40698,227,7
40311,762,290,178,1.63,0.79,40886,227,7
40313,747,274,188,1.46,0.73,40727,227,7
40318,757,280,184,1.52,0.75,40856,227,7
40319,747,278,185,1.51,0.75,40744,227,7
40337,767,291,177,1.64,0.79,40897,227,7
40342,753,283,182,1.56,0.77,40768,227,7
40344,761,283,183,1.55,0.76,40944,227,7
40347,746,266,194,1.37,0.68,41013,227,7
40352,765,290,178,1.63,0.79,40887,227,7
40362,761,278,186,1.49,0.74,40984,227,7
40364,765,289,179,1.61,0.78,40880,227,7
40366,779,293,177,1.66,0.8,41144,227,7
40369,757,286,181,1.58,0.77,40884,227,7
40375,760,285,181,1.57,0.77,40857,227,7
40379,779,281,184,1.53,0.76,40981,227,7
40400,746,275,188,1.46,0.73,40832,227,7
40406,749,283,182,1.55,0.77,40837,227,7
40414,749,284,182,1.56,0.77,40860,227,7
40420,759,287,180,1.6,0.78,40903,227,7
40422,746,281,184,1.53,0.76,40760,227,7
40438,768,298,174,1.71,0.81,40986,227,7
40441,761,277,188,1.47,0.73,40925,227,7
40441,738,269,192,1.4,0.7,40834,227,7
40448,765,286,182,1.57,0.77,40980,227,7
40454,763,284,182,1.56,0.77,40915,227,7
40461,749,273,189,1.44,0.72,41197,227,7
40462,751,279,185,1.51,0.75,40894,227,7
40473,759,275,188,1.47,0.73,40976,227,7
40473,759,279,185,1.51,0.75,40911,227,7
40476,761,286,182,1.57,0.77,41221,227,7
40476,751,279,185,1.51,0.75,40910,227,7
40479,743,260,198,1.31,0.65,40965,227,7
40485,764,288,181,1.6,0.78,41179,227,7
40494,760,287,180,1.59,0.78,40982,227,7
40495,755,286,181,1.58,0.77,40879,227,7
40504,750,271,191,1.42,0.71,40964,227,7
40505,755,275,189,1.45,0.72,40997,227,7
40510,759,284,182,1.56,0.77,41001,227,7
40514,767,300,173,1.73,0.82,40949,227,7
40517,747,284,182,1.56,0.77,40950,227,7
40526,761,288,180,1.59,0.78,41067,227,7
40531,751,280,185,1.52,0.75,40966,227,7
40538,762,294,176,1.67,0.8,40996,227,7
40552,755,277,187,1.48,0.74,41013,227,7
40556,766,288,180,1.59,0.78,41153,227,7
40557,748,274,189,1.45,0.72,41024,227,7
40560,754,287,181,1.59,0.78,41072,227,7
40564,765,276,189,1.46,0.73,41107,227,7
40567,746,278,187,1.49,0.74,40998,227,7
40567,746,280,185,1.52,0.75,40915,227,7
40574,755,280,186,1.5,0.75,41130,227,7
40585,746,272,191,1.42,0.71,40972,227,7
40586,757,279,187,1.49,0.74,41123,227,7
40586,754,288,180,1.6,0.78,41079,227,7
40592,749,278,186,1.49,0.74,41038,227,7
40592,765,279,186,1.5,0.74,41246,227,7
40593,739,270,192,1.41,0.71,40976,227,7
40609,754,282,183,1.54,0.76,40994,227,7
40609,747,275,188,1.46,0.73,40988,227,7
40610,744,273,189,1.44,0.72,41048,227,7
40617,755,283,184,1.54,0.76,41012,227,7
40619,750,276,187,1.48,0.74,41042,227,7
40623,755,281,185,1.52,0.75,41153,227,7
40635,778,281,185,1.52,0.75,41309,227,7
40637,761,286,182,1.57,0.77,41259,227,7
40638,750,276,188,1.47,0.73,41051,227,7
40640,733,264,197,1.34,0.66,41015,227,7
40644,760,287,181,1.59,0.78,41112,227,7
40646,762,280,186,1.51,0.75,41100,227,7
40647,751,281,185,1.52,0.75,41131,227,7
40658,762,278,187,1.48,0.74,41179,228,7
40660,751,280,186,1.51,0.75,41115,228,7
40662,768,279,186,1.5,0.75,41304,228,7
40668,747,272,192,1.42,0.71,41257,228,7
40672,776,298,174,1.71,0.81,41208,228,7
40674,748,276,188,1.46,0.73,41111,228,7
40678,774,297,175,1.7,0.81,41203,228,7
40679,782,289,180,1.61,0.78,41498,228,7
40685,756,287,181,1.59,0.78,41126,228,7
40693,770,290,179,1.62,0.79,41174,228,7
40695,758,285,182,1.57,0.77,41207,228,7
40712,755,284,183,1.55,0.77,41105,228,7
40718,780,294,178,1.65,0.79,41399,228,7
40725,765,287,183,1.57,0.77,41226,228,7
40735,744,270,192,1.4,0.7,41160,228,7
40740,757,263,199,1.32,0.65,41567,228,7
40741,755,285,183,1.55,0.76,41265,228,7
40750,750,280,185,1.51,0.75,41120,228,7
40751,771,295,176,1.67,0.8,41228,228,7
40766,771,286,183,1.57,0.77,41300,228,7
40780,752,277,188,1.47,0.73,41235,228,7
40798,757,276,189,1.47,0.73,41249,228,7
40819,745,278,188,1.48,0.74,41162,228,7
40820,749,281,185,1.51,0.75,41206,228,7
