Area,Perimeter,Major axis length,Minor axis length,Aspect ratio,Eccentricity,Convex area,Equivalent diameter,Class
45518,860,322,189,1.7,0.81,47963,241,HOROZ
45525,841,349,167,2.09,0.88,46054,241,HOROZ
45525,854,359,162,2.21,0.89,46116,241,HOROZ
45554,854,359,162,2.21,0.89,46189,241,HOROZ
45606,855,342,171,2,0.87,46331,241,HOROZ
45609,835,341,173,1.98,0.86,46157,241,HOROZ
45631,841,322,183,1.76,0.82,46505,241,HOROZ
45654,858,343,170,2.02,0.87,46271,241,HOROZ
45654,829,340,172,1.98,0.86,46355,241,HOROZ
45666,870,351,166,2.11,0.88,46356,241,HOROZ
45720,860,342,172,2,0.87,46478,241,HOROZ
45805,859,351,167,2.1,0.88,46453,241,HOROZ
45816,859,339,173,1.96,0.86,46674,242,HOROZ
45817,862,333,176,1.9,0.85,46654,242,HOROZ
45864,844,335,176,1.9,0.85,46714,242,HOROZ
45887,839,340,173,1.96,0.86,46394,242,HOROZ
45908,827,336,175,1.92,0.85,46390,242,HOROZ
45915,818,324,182,1.79,0.83,46477,242,HOROZ
45918,842,350,168,2.09,0.88,46281,242,HOROZ
45928,858,354,168,2.1,0.88,46692,242,HOROZ
45942,847,349,168,2.08,0.88,46485,242,HOROZ
45968,841,347,169,2.05,0.87,46394,242,HOROZ
45968,838,339,174,1.95,0.86,46698,242,HOROZ
46056,859,359,163,2.2,0.89,46532,242,HOROZ
46062,857,347,172,2.02,0.87,47106,242,HOROZ
46067,856,351,168,2.09,0.88,46689,242,HOROZ
46068,863,344,172,2,0.87,46892,242,HOROZ
46100,847,336,176,1.91,0.85,46735,242,HOROZ
46127,862,359,166,2.16,0.89,47134,242,HOROZ
46143,833,334,177,1.89,0.85,46616,242,HOROZ
46144,857,351,168,2.09,0.88,46630,242,HOROZ
46180,851,344,172,2,0.87,46881,242,HOROZ
46229,833,336,176,1.91,0.85,46809,243,HOROZ
46230,856,351,170,2.06,0.87,46861,243,HOROZ
46261,849,350,169,2.07,0.88,46904,243,HOROZ
46267,855,342,175,1.95,0.86,47026,243,HOROZ
46275,833,338,176,1.92,0.85,46788,243,HOROZ
46298,843,330,180,1.83,0.84,46971,243,HOROZ
46316,879,346,172,2.01,0.87,47252,243,HOROZ
46415,845,350,170,2.06,0.87,46946,243,HOROZ
46428,873,366,162,2.26,0.9,46913,243,HOROZ
46481,850,343,174,1.97,0.86,47264,243,HOROZ
46519,863,357,168,2.13,0.88,47189,243,HOROZ
46522,853,351,170,2.06,0.87,47247,243,HOROZ
46562,841,338,176,1.92,0.85,47115,243,HOROZ
46563,853,352,169,2.09,0.88,47203,243,HOROZ
46581,974,365,164,2.22,0.89,47874,244,HOROZ
46634,865,351,170,2.07,0.88,47345,244,HOROZ
46642,876,362,165,2.2,0.89,47195,244,HOROZ
46680,844,341,175,1.95,0.86,47312,244,HOROZ
46696,863,355,168,2.11,0.88,47259,244,HOROZ
46696,863,355,168,2.11,0.88,47259,244,HOROZ
46708,876,365,163,2.23,0.89,47371,244,HOROZ
46749,855,333,179,1.86,0.84,47417,244,HOROZ
46755,865,354,171,2.06,0.87,47547,244,HOROZ
46777,845,349,171,2.04,0.87,47247,244,HOROZ
46777,845,349,171,2.04,0.87,47247,244,HOROZ
46794,864,356,168,2.12,0.88,47586,244,HOROZ
46798,881,331,182,1.82,0.83,47864,244,HOROZ
46808,867,362,166,2.19,0.89,47280,244,HOROZ
46826,851,348,172,2.02,0.87,47442,244,HOROZ
46831,878,368,164,2.24,0.89,47446,244,HOROZ
46851,855,329,183,1.8,0.83,47631,244,HOROZ
46863,867,347,172,2.02,0.87,47538,244,HOROZ
46863,867,347,172,2.02,0.87,47538,244,HOROZ
46867,847,340,177,1.92,0.85,47529,244,HOROZ
46892,835,331,182,1.82,0.84,47506,244,HOROZ
46907,858,336,181,1.85,0.84,47888,244,HOROZ
46955,873,361,167,2.16,0.89,47609,245,HOROZ
46958,859,357,169,2.11,0.88,47618,245,HOROZ
46970,861,351,171,2.06,0.87,47495,245,HOROZ
46987,855,359,167,2.15,0.89,47402,245,HOROZ
47002,848,347,173,2,0.87,47610,245,HOROZ
47044,856,354,170,2.08,0.88,47566,245,HOROZ
47057,903,374,161,2.32,0.9,47847,245,HOROZ
47074,877,366,166,2.2,0.89,47846,245,HOROZ
47089,844,344,176,1.95,0.86,47624,245,HOROZ
47091,874,353,171,2.06,0.87,47849,245,HOROZ
47122,889,356,169,2.11,0.88,47831,245,HOROZ
47134,881,359,168,2.13,0.88,47959,245,HOROZ
47134,870,361,167,2.15,0.89,47862,245,HOROZ
47134,870,361,167,2.15,0.89,47862,245,HOROZ
47142,846,330,186,1.77,0.83,48742,245,HOROZ
47171,861,348,174,2,0.87,47961,245,HOROZ
47180,850,349,173,2.02,0.87,47729,245,HOROZ
47180,850,349,173,2.02,0.87,47729,245,HOROZ
47186,869,357,169,2.11,0.88,47855,245,HOROZ
47186,871,346,177,1.95,0.86,48835,245,HOROZ
47223,841,339,178,1.91,0.85,47634,245,HOROZ
47225,983,353,171,2.06,0.87,48501,245,HOROZ
47225,910,358,169,2.11,0.88,48275,245,HOROZ
47248,863,356,170,2.09,0.88,47697,245,HOROZ
47264,848,348,174,1.99,0.87,47768,245,HOROZ
47286,979,374,163,2.3,0.9,48605,245,HOROZ
47291,861,355,170,2.08,0.88,47849,245,HOROZ
47301,883,359,169,2.12,0.88,48105,245,HOROZ
47328,874,363,166,2.19,0.89,47999,245,HOROZ
47338,842,340,178,1.91,0.85,47798,246,HOROZ
47341,869,357,169,2.11,0.88,47978,246,HOROZ
47344,828,325,187,1.73,0.82,48123,246,HOROZ
47347,853,330,184,1.8,0.83,47903,246,HOROZ
47360,860,346,175,1.98,0.86,48026,246,HOROZ
47361,861,354,172,2.06,0.87,48037,246,HOROZ
47371,856,354,171,2.07,0.88,47842,246,HOROZ
47394,880,366,166,2.21,0.89,48081,246,HOROZ
47448,872,349,175,2,0.87,48047,246,HOROZ
47464,850,342,178,1.92,0.85,48004,246,HOROZ
47468,881,358,170,2.1,0.88,48071,246,HOROZ
47472,879,363,168,2.17,0.89,48044,246,HOROZ
47473,862,351,173,2.03,0.87,48078,246,HOROZ
47476,875,355,171,2.07,0.88,48173,246,HOROZ
47482,877,369,165,2.24,0.89,48071,246,HOROZ
47502,868,344,177,1.94,0.86,48109,246,HOROZ
47512,839,313,201,1.56,0.77,49837,246,HOROZ
47542,876,338,187,1.81,0.83,50332,246,HOROZ
47577,863,343,177,1.93,0.86,48314,246,HOROZ
47601,853,346,177,1.96,0.86,48195,246,HOROZ
47605,877,373,164,2.28,0.9,48131,246,HOROZ
47634,871,355,174,2.04,0.87,48581,246,HOROZ
47650,843,332,184,1.81,0.83,48256,246,HOROZ
47665,842,340,179,1.89,0.85,48157,246,HOROZ
47667,852,346,176,1.97,0.86,48256,246,HOROZ
47701,857,352,174,2.03,0.87,48228,246,HOROZ
47706,856,349,175,1.99,0.87,48306,246,HOROZ
47728,864,350,174,2.01,0.87,48248,247,HOROZ
47751,867,350,174,2.01,0.87,48360,247,HOROZ
47769,853,351,174,2.02,0.87,48407,247,HOROZ
47772,872,356,172,2.07,0.88,48346,247,HOROZ
47775,852,342,179,1.91,0.85,48428,247,HOROZ
47791,874,369,166,2.22,0.89,48367,247,HOROZ
47793,865,339,181,1.87,0.85,48460,247,HOROZ
47795,889,376,163,2.32,0.9,48380,247,HOROZ
47801,863,359,170,2.11,0.88,48372,247,HOROZ
47803,869,363,168,2.15,0.89,48426,247,HOROZ
47803,847,343,178,1.92,0.85,48298,247,HOROZ
47806,849,348,176,1.98,0.86,48423,247,HOROZ
47855,852,342,180,1.9,0.85,48436,247,HOROZ
47875,872,354,173,2.05,0.87,48469,247,HOROZ
47877,886,363,170,2.14,0.88,48644,247,HOROZ
47894,859,347,178,1.95,0.86,48717,247,HOROZ
47905,865,345,178,1.94,0.86,48616,247,HOROZ
47929,896,363,170,2.14,0.88,48814,247,HOROZ
47930,856,345,178,1.94,0.86,48588,247,HOROZ
47937,853,337,184,1.83,0.84,48712,247,HOROZ
47959,949,328,190,1.73,0.82,50202,247,HOROZ
47977,871,361,170,2.13,0.88,48578,247,HOROZ
48009,872,359,172,2.09,0.88,48629,247,HOROZ
48012,869,358,172,2.09,0.88,48670,247,HOROZ
48016,864,356,173,2.06,0.87,48678,247,HOROZ
48017,863,363,169,2.15,0.89,48462,247,HOROZ
48044,859,343,180,1.9,0.85,48842,247,HOROZ
48067,852,343,179,1.92,0.85,48686,247,HOROZ
48095,874,366,168,2.18,0.89,48787,247,HOROZ
48096,861,346,178,1.95,0.86,48665,247,HOROZ
48100,855,350,176,1.99,0.86,48563,247,HOROZ
48148,880,357,173,2.06,0.87,48911,248,HOROZ
48166,864,359,171,2.09,0.88,48828,248,HOROZ
48166,867,345,182,1.9,0.85,49256,248,HOROZ
48176,863,336,186,1.81,0.83,49336,248,HOROZ
48178,863,360,171,2.1,0.88,48750,248,HOROZ
48186,864,354,175,2.02,0.87,48932,248,HOROZ
48207,872,361,171,2.12,0.88,48804,248,HOROZ
48216,862,355,174,2.04,0.87,48852,248,HOROZ
48217,853,334,186,1.79,0.83,49133,248,HOROZ
48228,892,371,168,2.21,0.89,48904,248,HOROZ
48230,861,346,179,1.94,0.86,48932,248,HOROZ
48233,877,364,170,2.15,0.89,48680,248,HOROZ
48233,879,359,172,2.09,0.88,48857,248,HOROZ
48234,853,334,185,1.81,0.83,48884,248,HOROZ
48269,877,357,173,2.06,0.87,48781,248,HOROZ
48282,872,362,172,2.1,0.88,48832,248,HOROZ
48287,870,344,180,1.91,0.85,49001,248,HOROZ
48290,857,325,190,1.71,0.81,49146,248,HOROZ
48300,851,317,200,1.59,0.78,49648,248,HOROZ
48324,876,359,172,2.08,0.88,48993,248,HOROZ
48335,870,345,179,1.93,0.85,48996,248,HOROZ
48343,896,384,161,2.39,0.91,48920,248,HOROZ
48377,868,357,173,2.06,0.87,48946,248,HOROZ
48382,870,354,175,2.02,0.87,49171,248,HOROZ
48388,866,350,178,1.97,0.86,48990,248,HOROZ
48396,860,352,177,1.99,0.86,48870,248,HOROZ
48396,861,342,181,1.88,0.85,48942,248,HOROZ
48396,861,342,181,1.88,0.85,48942,248,HOROZ
48401,888,367,173,2.13,0.88,49563,248,HOROZ
48404,865,356,174,2.04,0.87,49075,248,HOROZ
48416,871,358,173,2.07,0.88,49103,248,HOROZ
48421,892,352,176,2,0.87,49144,248,HOROZ
48423,859,351,176,1.99,0.87,49003,248,HOROZ
48429,864,356,174,2.05,0.87,48948,248,HOROZ
48436,835,326,189,1.72,0.81,49032,248,HOROZ
48452,876,363,171,2.12,0.88,49090,248,HOROZ
48480,884,364,170,2.14,0.88,49042,248,HOROZ
48487,927,376,165,2.28,0.9,49454,248,HOROZ
48492,876,351,176,1.99,0.87,49121,248,HOROZ
48519,896,361,174,2.07,0.88,50026,249,HOROZ
48545,891,361,172,2.1,0.88,49372,249,HOROZ
48563,875,353,177,2,0.87,49298,249,HOROZ
48566,890,367,169,2.17,0.89,49318,249,HOROZ
48604,862,347,179,1.94,0.86,49119,249,HOROZ
48609,868,341,183,1.87,0.84,49294,249,HOROZ
48618,889,374,166,2.25,0.9,49190,249,HOROZ
48623,897,361,174,2.08,0.88,49603,249,HOROZ
48623,897,361,174,2.08,0.88,49603,249,HOROZ
48633,864,350,178,1.97,0.86,49198,249,HOROZ
48641,861,343,183,1.88,0.85,49333,249,HOROZ
48650,890,373,167,2.23,0.89,49301,249,HOROZ
48686,875,352,177,1.99,0.86,49362,249,HOROZ
48701,900,381,164,2.33,0.9,49472,249,HOROZ
48733,863,353,177,1.99,0.87,49160,249,HOROZ
48744,866,332,188,1.77,0.82,49426,249,HOROZ
48745,869,359,174,2.06,0.87,49367,249,HOROZ
48746,866,345,181,1.91,0.85,49435,249,HOROZ
48761,884,368,169,2.17,0.89,49263,249,HOROZ
48761,879,364,171,2.12,0.88,49402,249,HOROZ
48762,874,348,182,1.92,0.85,49613,249,HOROZ
48767,864,349,179,1.95,0.86,49323,249,HOROZ
48773,883,371,168,2.21,0.89,49313,249,HOROZ
48788,865,357,175,2.04,0.87,49393,249,HOROZ
48797,880,368,169,2.18,0.89,49261,249,HOROZ
48841,881,347,180,1.93,0.86,49511,249,HOROZ
48842,875,350,178,1.96,0.86,49513,249,HOROZ
48859,864,353,177,1.99,0.86,49441,249,HOROZ
48864,871,358,175,2.05,0.87,49592,249,HOROZ
48877,870,352,178,1.98,0.86,49474,249,HOROZ
48884,888,373,167,2.23,0.89,49392,249,HOROZ
48885,897,364,172,2.12,0.88,49642,249,HOROZ
48918,874,357,175,2.03,0.87,49448,250,HOROZ
48922,869,353,178,1.99,0.86,49410,250,HOROZ
48924,873,365,171,2.13,0.88,49469,250,HOROZ
48955,898,357,176,2.02,0.87,49899,250,HOROZ
48959,885,359,175,2.05,0.87,49648,250,HOROZ
48960,876,341,189,1.81,0.83,51176,250,HOROZ
48973,872,362,173,2.1,0.88,49545,250,HOROZ
48991,869,353,178,1.99,0.86,49643,250,HOROZ
48992,884,367,171,2.15,0.88,49645,250,HOROZ
48997,877,355,176,2.01,0.87,49611,250,HOROZ
49010,875,353,177,1.99,0.86,49635,250,HOROZ
49022,880,363,172,2.11,0.88,49606,250,HOROZ
49035,873,345,185,1.87,0.84,50287,250,HOROZ
49099,888,368,171,2.15,0.89,49674,250,HOROZ
49102,870,351,179,1.96,0.86,49660,250,HOROZ
49106,892,369,171,2.16,0.89,49927,250,HOROZ
49158,885,368,171,2.15,0.89,50011,250,HOROZ
49182,865,353,179,1.97,0.86,49791,250,HOROZ
49204,897,365,172,2.12,0.88,49971,250,HOROZ
49226,892,361,176,2.06,0.87,49991,250,HOROZ
49241,885,368,171,2.15,0.89,49773,250,HOROZ
49253,869,355,177,2.01,0.87,49835,250,HOROZ
49263,898,372,169,2.2,0.89,49987,250,HOROZ
49269,895,364,173,2.11,0.88,49821,250,HOROZ
49283,876,351,179,1.96,0.86,49825,250,HOROZ
49286,892,372,170,2.19,0.89,50023,251,HOROZ
49304,898,362,175,2.07,0.88,50009,251,HOROZ
49321,874,352,180,1.96,0.86,49963,251,HOROZ
49386,857,344,183,1.88,0.85,49901,251,HOROZ
49387,893,365,174,2.1,0.88,50004,251,HOROZ
49389,869,358,177,2.03,0.87,50103,251,HOROZ
49391,882,367,172,2.13,0.88,50001,251,HOROZ
49392,883,361,176,2.06,0.87,50089,251,HOROZ
49416,888,371,171,2.17,0.89,50013,251,HOROZ
49417,890,370,171,2.16,0.89,49965,251,HOROZ
49421,868,344,184,1.87,0.84,50025,251,HOROZ
49426,893,361,175,2.06,0.87,49964,251,HOROZ
49434,888,367,172,2.13,0.88,49997,251,HOROZ
49450,887,361,175,2.06,0.87,50056,251,HOROZ
49466,870,362,175,2.07,0.88,49943,251,HOROZ
49468,885,375,169,2.23,0.89,49944,251,HOROZ
49468,884,352,180,1.96,0.86,50140,251,HOROZ
49470,864,338,188,1.8,0.83,50100,251,HOROZ
49482,873,357,178,2.01,0.87,50075,251,HOROZ
49491,873,352,180,1.96,0.86,49949,251,HOROZ
49498,877,363,175,2.07,0.88,50137,251,HOROZ
49513,867,352,180,1.95,0.86,50023,251,HOROZ
49518,865,347,182,1.9,0.85,50133,251,HOROZ
49521,893,372,171,2.18,0.89,50160,251,HOROZ
49531,886,370,171,2.16,0.89,50060,251,HOROZ
49543,873,358,177,2.03,0.87,50101,251,HOROZ
49561,873,354,180,1.97,0.86,50090,251,HOROZ
49564,865,330,192,1.72,0.81,50308,251,HOROZ
49573,881,350,181,1.93,0.86,50084,251,HOROZ
49574,889,363,174,2.08,0.88,50172,251,HOROZ
49605,923,377,170,2.22,0.89,50498,251,HOROZ
49606,861,350,181,1.93,0.86,50112,251,HOROZ
49613,870,330,196,1.68,0.8,51012,251,HOROZ
49640,881,344,185,1.86,0.84,50388,251,HOROZ
49667,905,371,171,2.17,0.89,50274,251,HOROZ
49718,892,372,171,2.17,0.89,50426,252,HOROZ
49730,884,366,174,2.1,0.88,50401,252,HOROZ
49730,880,366,174,2.11,0.88,50263,252,HOROZ
49730,880,366,174,2.11,0.88,50263,252,HOROZ
49734,881,357,178,2.01,0.87,50404,252,HOROZ
49739,874,362,176,2.06,0.87,50222,252,HOROZ
49763,888,366,173,2.11,0.88,50347,252,HOROZ
49783,911,375,171,2.19,0.89,50523,252,HOROZ
49803,893,369,173,2.14,0.88,50423,252,HOROZ
49815,910,384,166,2.32,0.9,50364,252,HOROZ
49820,892,370,172,2.15,0.89,50333,252,HOROZ
49825,907,369,173,2.13,0.88,50720,252,HOROZ
49825,902,374,171,2.19,0.89,50472,252,HOROZ
49839,879,363,175,2.08,0.88,50305,252,HOROZ
49870,882,335,196,1.71,0.81,51337,252,HOROZ
49900,882,369,173,2.13,0.88,50428,252,HOROZ
49914,898,362,178,2.04,0.87,50702,252,HOROZ
49925,896,354,180,1.97,0.86,50708,252,HOROZ
49932,912,360,178,2.02,0.87,50696,252,HOROZ
49949,878,357,179,2,0.87,50449,252,HOROZ
50024,891,374,171,2.19,0.89,50626,252,HOROZ
50040,916,370,174,2.12,0.88,50860,252,HOROZ
50043,894,357,180,1.99,0.86,50848,252,HOROZ
50058,890,370,173,2.14,0.88,50675,252,HOROZ
50075,891,362,177,2.05,0.87,50735,253,HOROZ
50079,970,368,175,2.1,0.88,51359,253,HOROZ
50105,892,372,172,2.16,0.89,50705,253,HOROZ
50107,913,387,165,2.34,0.9,50690,253,HOROZ
50108,916,381,168,2.27,0.9,50914,253,HOROZ
50122,892,376,171,2.19,0.89,50540,253,HOROZ
50131,883,362,177,2.04,0.87,50698,253,HOROZ
50146,884,359,180,1.99,0.87,50997,253,HOROZ
50151,866,348,184,1.89,0.85,50630,253,HOROZ
50157,896,364,176,2.06,0.87,50878,253,HOROZ
50169,935,383,173,2.21,0.89,52625,253,HOROZ
50170,872,355,180,1.97,0.86,50757,253,HOROZ
50173,882,370,173,2.14,0.88,50545,253,HOROZ
50181,881,365,175,2.08,0.88,50724,253,HOROZ
50181,881,365,175,2.08,0.88,50724,253,HOROZ
50186,891,340,190,1.79,0.83,51060,253,HOROZ
50189,883,367,174,2.11,0.88,50787,253,HOROZ
50190,880,361,178,2.03,0.87,50882,253,HOROZ
50206,901,374,173,2.17,0.89,50896,253,HOROZ
50217,889,360,182,1.98,0.86,51848,253,HOROZ
50221,878,355,181,1.96,0.86,50810,253,HOROZ
50232,884,364,177,2.06,0.87,50868,253,HOROZ
50247,890,356,181,1.96,0.86,51108,253,HOROZ
50253,873,354,181,1.95,0.86,50859,253,HOROZ
50274,886,365,176,2.07,0.88,50886,253,HOROZ
50278,883,362,179,2.03,0.87,50965,253,HOROZ
50299,895,367,176,2.08,0.88,50964,253,HOROZ
50300,891,363,178,2.04,0.87,50981,253,HOROZ
50303,897,369,175,2.11,0.88,50789,253,HOROZ
50344,906,372,173,2.15,0.89,51023,253,HOROZ
50362,875,363,177,2.05,0.87,50827,253,HOROZ
50362,898,361,179,2.02,0.87,51020,253,HOROZ
50367,878,339,192,1.77,0.82,51272,253,HOROZ
50394,1026,373,173,2.16,0.89,52528,253,HOROZ
50396,883,352,183,1.92,0.85,51170,253,HOROZ
50399,902,340,193,1.76,0.82,52174,253,HOROZ
50424,882,355,183,1.94,0.86,51218,253,HOROZ
50426,883,358,181,1.98,0.86,51061,253,HOROZ
50483,885,361,179,2.02,0.87,51102,254,HOROZ
50485,870,343,190,1.8,0.83,51182,254,HOROZ
50501,910,360,180,2,0.87,51274,254,HOROZ
50513,929,383,169,2.26,0.9,51406,254,HOROZ
50523,885,361,179,2.01,0.87,51122,254,HOROZ
50541,888,364,177,2.06,0.87,51102,254,HOROZ
50542,915,376,172,2.18,0.89,51326,254,HOROZ
50543,905,375,173,2.17,0.89,51187,254,HOROZ
50547,894,369,176,2.1,0.88,51305,254,HOROZ
50563,865,336,198,1.7,0.81,52100,254,HOROZ
50571,960,391,166,2.35,0.9,51734,254,HOROZ
50573,884,366,178,2.06,0.87,51154,254,HOROZ
50580,871,349,187,1.87,0.84,51298,254,HOROZ
50583,1054,350,185,1.89,0.85,52449,254,HOROZ
50590,921,372,174,2.14,0.88,51320,254,HOROZ
50590,884,351,184,1.9,0.85,51232,254,HOROZ
50634,901,368,176,2.09,0.88,51393,254,HOROZ
50634,892,366,177,2.07,0.88,51401,254,HOROZ
50641,889,360,180,2,0.87,51236,254,HOROZ
50643,908,385,168,2.29,0.9,51253,254,HOROZ
50647,899,370,176,2.1,0.88,51431,254,HOROZ
50654,880,357,181,1.97,0.86,51251,254,HOROZ
50665,882,351,185,1.9,0.85,51397,254,HOROZ
50698,855,329,197,1.67,0.8,51211,254,HOROZ
50701,917,373,175,2.14,0.88,51402,254,HOROZ
50702,892,364,179,2.04,0.87,51307,254,HOROZ
50702,910,380,172,2.21,0.89,51298,254,HOROZ
50709,895,361,179,2.01,0.87,51399,254,HOROZ
50709,894,367,178,2.06,0.87,51402,254,HOROZ
50714,896,374,174,2.15,0.89,51216,254,HOROZ
50759,901,376,173,2.17,0.89,51308,254,HOROZ
50761,902,380,170,2.23,0.89,51229,254,HOROZ
50764,885,366,177,2.06,0.87,51219,254,HOROZ
50769,881,352,185,1.91,0.85,51334,254,HOROZ
50771,903,375,173,2.17,0.89,51292,254,HOROZ
50771,903,375,173,2.17,0.89,51292,254,HOROZ
50781,907,367,178,2.06,0.87,51606,254,HOROZ
50789,878,361,180,2.01,0.87,51342,254,HOROZ
50797,974,375,173,2.16,0.89,51745,254,HOROZ
50797,890,368,177,2.08,0.88,51321,254,HOROZ
50824,900,367,178,2.06,0.87,51974,254,HOROZ
50832,887,366,178,2.06,0.87,51485,254,HOROZ
50833,899,362,180,2.02,0.87,51604,254,HOROZ
50836,924,359,181,1.98,0.86,51671,254,HOROZ
50855,893,364,179,2.03,0.87,51595,254,HOROZ
50861,903,378,172,2.2,0.89,51490,254,HOROZ
50887,934,373,177,2.11,0.88,52212,255,HOROZ
50901,914,375,174,2.16,0.89,51573,255,HOROZ
50908,877,354,184,1.93,0.85,51591,255,HOROZ
50937,892,370,176,2.1,0.88,51596,255,HOROZ
50954,895,359,184,1.95,0.86,52105,255,HOROZ
50973,901,347,190,1.83,0.84,51881,255,HOROZ
50975,895,369,178,2.08,0.88,51620,255,HOROZ
50979,889,360,181,1.99,0.86,51682,255,HOROZ
50994,890,350,186,1.88,0.85,51788,255,HOROZ
51005,879,351,187,1.88,0.85,51834,255,HOROZ
51008,896,370,178,2.08,0.88,52037,255,HOROZ
51010,884,362,181,2,0.87,51651,255,HOROZ
51025,900,374,175,2.14,0.88,51785,255,HOROZ
51028,893,362,180,2.01,0.87,51763,255,HOROZ
51032,900,363,180,2.01,0.87,51665,255,HOROZ
51032,891,363,179,2.02,0.87,51685,255,HOROZ
51043,901,374,175,2.14,0.88,51637,255,HOROZ
51045,915,377,177,2.13,0.88,52947,255,HOROZ
51054,899,353,186,1.89,0.85,51971,255,HOROZ
51088,927,377,174,2.17,0.89,51759,255,HOROZ
51105,905,365,179,2.03,0.87,51797,255,HOROZ
51106,888,369,177,2.09,0.88,51520,255,HOROZ
51110,891,355,185,1.92,0.85,51765,255,HOROZ
51115,895,362,181,2,0.87,51725,255,HOROZ
51119,899,370,177,2.09,0.88,51708,255,HOROZ
51137,899,369,177,2.09,0.88,51776,255,HOROZ
51142,899,358,183,1.96,0.86,51746,255,HOROZ
51142,899,358,183,1.96,0.86,51746,255,HOROZ
51145,891,368,178,2.07,0.88,51971,255,HOROZ
51184,919,373,175,2.13,0.88,51869,255,HOROZ
51192,882,363,180,2.02,0.87,51665,255,HOROZ
51207,882,356,185,1.93,0.85,51845,255,HOROZ
51213,899,375,175,2.14,0.88,51952,255,HOROZ
51219,894,346,189,1.83,0.84,51953,255,HOROZ
51258,904,379,173,2.19,0.89,51801,255,HOROZ
51262,930,399,164,2.43,0.91,51784,255,HOROZ
51270,919,373,178,2.1,0.88,52106,255,HOROZ
51275,894,364,180,2.02,0.87,51890,256,HOROZ
51280,900,360,183,1.97,0.86,51960,256,HOROZ
51292,914,364,181,2.01,0.87,52134,256,HOROZ
51303,889,368,179,2.06,0.87,51970,256,HOROZ
51305,908,368,180,2.05,0.87,52095,256,HOROZ
51316,891,364,181,2.02,0.87,51913,256,HOROZ
51317,885,359,183,1.96,0.86,51864,256,HOROZ
51319,886,348,188,1.85,0.84,51923,256,HOROZ
51320,902,364,182,2,0.87,52237,256,HOROZ
51322,906,362,181,2,0.87,52010,256,HOROZ
51336,906,367,180,2.04,0.87,51907,256,HOROZ
51339,889,360,182,1.98,0.86,51958,256,HOROZ
51349,921,378,174,2.17,0.89,52164,256,HOROZ
51380,899,368,180,2.05,0.87,52117,256,HOROZ
51396,889,361,183,1.98,0.86,52078,256,HOROZ
51403,895,371,178,2.09,0.88,52090,256,HOROZ
51418,910,370,178,2.08,0.88,51952,256,HOROZ
51419,908,377,175,2.16,0.89,52169,256,HOROZ
51426,903,374,176,2.12,0.88,52047,256,HOROZ
51440,905,359,184,1.96,0.86,52233,256,HOROZ
51453,892,360,183,1.97,0.86,52164,256,HOROZ
51453,910,379,175,2.17,0.89,52043,256,HOROZ
51478,900,372,177,2.1,0.88,52176,256,HOROZ
51480,898,358,188,1.9,0.85,53556,256,HOROZ
51484,909,362,181,2,0.87,52533,256,HOROZ
51484,919,387,172,2.25,0.9,52017,256,HOROZ
51487,910,378,175,2.16,0.89,52007,256,HOROZ
51492,868,348,189,1.84,0.84,51991,256,HOROZ
51501,905,355,186,1.91,0.85,52413,256,HOROZ
51510,889,355,185,1.91,0.85,52176,256,HOROZ
51511,936,397,166,2.39,0.91,52077,256,HOROZ
51515,896,376,175,2.15,0.89,52000,256,HOROZ
51515,896,376,175,2.15,0.89,52000,256,HOROZ
51531,894,350,189,1.85,0.84,52439,256,HOROZ
51550,914,381,174,2.19,0.89,52297,256,HOROZ
51551,909,377,175,2.15,0.89,52247,256,HOROZ
51552,917,387,170,2.27,0.9,52084,256,HOROZ
51552,891,364,181,2.01,0.87,52178,256,HOROZ
51558,918,385,172,2.24,0.89,52268,256,HOROZ
51559,897,365,181,2.02,0.87,52296,256,HOROZ
51581,912,366,180,2.03,0.87,52388,256,HOROZ
51604,920,352,189,1.86,0.84,52966,256,HOROZ
51610,901,376,176,2.14,0.88,52247,256,HOROZ
51617,905,367,180,2.04,0.87,52444,256,HOROZ
51639,919,377,175,2.16,0.89,52345,256,HOROZ
51641,894,361,184,1.96,0.86,52251,256,HOROZ
51650,906,368,180,2.05,0.87,52390,256,HOROZ
51653,889,361,183,1.97,0.86,52258,256,HOROZ
51659,908,363,183,1.99,0.86,52433,256,HOROZ
51712,900,369,180,2.05,0.87,52345,257,HOROZ
51723,900,364,182,2,0.87,52482,257,HOROZ
51730,910,373,178,2.1,0.88,52366,257,HOROZ
51734,920,385,172,2.24,0.89,52451,257,HOROZ
51735,916,378,175,2.15,0.89,52307,257,HOROZ
51739,908,383,173,2.21,0.89,52348,257,HOROZ
51774,922,380,174,2.18,0.89,52512,257,HOROZ
51777,916,368,179,2.05,0.87,52587,257,HOROZ
51815,912,377,176,2.14,0.88,52523,257,HOROZ
51828,932,379,175,2.17,0.89,52624,257,HOROZ
51846,905,380,175,2.18,0.89,52443,257,HOROZ
51860,904,373,180,2.07,0.88,53096,257,HOROZ
51870,933,378,175,2.17,0.89,52550,257,HOROZ
51872,911,374,178,2.1,0.88,52603,257,HOROZ
51887,909,370,181,2.04,0.87,52740,257,HOROZ
51894,902,367,182,2.02,0.87,52605,257,HOROZ
51894,902,367,182,2.02,0.87,52605,257,HOROZ
51896,906,363,182,1.99,0.86,52526,257,HOROZ
51903,908,367,181,2.02,0.87,52611,257,HOROZ
